name,est,target
AC010409.2,0,0
AC010422.3,297.57,0
AC010422.5,0,0
AC010422.6,0,0
AC010422.8,491.669,0
AC010424.1,1,0
AC010442.2,0,0
AC010442.3,0,0
AC010460.1,0,0
AC010460.2,0,0
AC010460.3,0,0
AC010463.1,0,0
AC010468.1,5.36851,0
AC010468.3,0,0
AC010469.1,4.01268,0
AC010469.2,0,0
AC010476.1,0,0
AC010487.1,74.6362,0
AC010487.3,0,0
AC010492.1,0,0
AC010492.2,0,0
AC010493.1,2,0
AC010503.3,0,0
AC010507.1,74.86868,0
AC010507.2,60.0594,0
AC010518.1,0,0
AC010522.1,13.02816,0
AC010525.2,0,0
AC010531.1,0,0
AC010531.2,0,0
AC010542.3,10.11979,0
AC010546.1,0,0
AC010547.4,59.8359,0
AC010547.5,0,0
AC010547.6,0,0
AC010587.1,0,0
AC010587.2,0,0
AC010591.1,1,0
AC010598.1,1,0
AC010614.1,0,0
AC010615.1,46.1152,0
AC010615.3,0,0
AC010615.4,2.09253,0
AC010616.1,0,0
AC010618.1,0,0
AC010619.1,0,0
AC010620.1,0,0
AC010620.2,0,0
AC010624.4,0,0
AC010625.1,0,0
AC010627.1,0,0
AC010631.1,0,0
AC010632.3,0,0
AC010642.1,3,0
AC010646.1,0,0
AC010653.1,0,0
AC010653.3,0,0
AC010655.1,2,0
AC010655.3,106.917,0
AC010677.1,4.00966,0
AC010678.1,0,0
AC010683.1,1.00005,0
AC010724.1,75.4548,0
AC010724.2,0,0
AC010731.1,0,0
AC010733.1,21.1296,0
AC010738.1,0,0
AC010740.1,0,0
AC010768.3,1,0
AC010867.1,10.6526,0
AC010878.1,0,0
AC010881.1,0,0
AC010886.1,9.49437,0
AC010894.1,0,0
AC010900.1,2,0
AC010900.2,0,0
AC010904.1,0,0
AC010928.1,0,0
AC010928.2,0,0
AC010928.3,0,0
AC010931.1,0,0
AC010967.3,0,0
AC010970.1,41206,0
AC010975.2,0,0
AC010975.3,0,0
AC010997.1,0,0
AC011005.1,0,0
AC011005.2,0,0
AC011005.3,0,0
AC011037.1,0,0
AC011043.1,854.751,0
AC011043.2,7.03761,0
AC011092.1,0,0
AC011193.2,0,0
AC011195.1,0,0
AC011195.2,0,0
AC011225.1,0,0
AC011233.1,0,0
AC011242.1,0,0
AC011247.2,0,0
AC011270.1,0,0
AC011290.2,29,0
AC011295.1,0,0
AC011295.2,2.5,0
AC011295.3,58.7044,0
AC011298.2,0,0
AC011298.3,0,0
AC011330.1,5.02891,0
AC011330.3,3.98102,0
AC011342.1,3,0
AC011352.2,0,0
AC011405.2,0,0
AC011406.1,0,0
AC011411.1,0,0
AC011416.1,0,0
AC011416.2,0,0
AC011431.1,0,0
AC011444.4,0,0
AC011447.1,0,0
AC011447.2,0,0
AC011447.4,1,0
AC011447.5,0,0
AC011448.1,43.16279,0
AC011451.2,2,0
AC011452.1,0,0
AC011453.2,0,0
AC011455.2,0,0
AC011455.3,0,0
AC011458.1,1,0
AC011458.2,1.0215,0
AC011460.1,0,0
AC011462.1,5.61431,0
AC011467.2,0,0
AC011467.4,0,0
AC011467.5,0,0
AC011467.6,0,0
AC011468.4,4.05465,0
AC011471.1,0,0
AC011471.4,0,0
AC011473.4,0,0
AC011475.1,5.701,0
AC011476.1,0,0
AC011476.10,0,0
AC011476.11,0,0
AC011476.4,0,0
AC011476.5,0,0
AC011476.6,0,0
AC011476.8,0,0
AC011476.9,0,0
AC011477.1,53.6281,0
AC011477.5,0,0
AC011477.6,2,0
AC011477.7,2,0
AC011479.1,63.3671,0
AC011487.1,8.07261,0
AC011487.2,9.89368,0
AC011487.3,1,0
AC011487.4,0,0
AC011491.1,0,0
AC011492.1,0,0
AC011494.1,0,0
AC011495.1,4.08748,0
AC011497.2,56.0351,0
AC011498.4,60.9563,0
AC011498.5,0,0
AC011499.1,1.73645,0
AC011500.1,0,0
AC011500.2,0,0
AC011503.3,11,0
AC011506.1,5.0025,0
AC011511.1,36.4862,0
AC011511.4,1744.24,0
AC011515.1,8.5,0
AC011530.1,0,0
AC011551.1,1,0
AC011591.2,0,0
AC011602.1,0,0
AC011603.4,1,0
AC011604.1,0,0
AC011604.2,0,0
AC011611.1,0,0
AC011611.5,4.00709,0
AC011611.6,0,0
AC011626.1,0,0
AC011726.1,0,0
AC011742.1,1,0
AC011742.2,1,0
AC011742.3,6,0
AC011753.1,0,0
AC011753.3,0,0
AC011753.4,6,0
AC011767.1,0,0
AC011816.1,1,0
AC011825.1,0,0
AC011841.1,7.03761,0
AC011853.1,0,0
AC011890.1,0,0
AC011890.2,0,0
AC011890.3,0,0
AC011890.4,0,0
AC011891.3,0,0
AC011894.1,0,0
AC011904.1,0,0
AC011921.2,0,0
AC011921.3,0,0
AC011933.1,1.36856,0
AC011939.1,1.02811,0
AC011978.1,0,0
AC011979.1,0,0
AC011979.2,0,0
AC011994.1,0,0
AC011998.1,0,0
AC011998.2,0,0
AC011999.1,0,0
AC012005.1,0,0
AC012005.2,0,0
AC012044.1,0,0
AC012065.2,3,0
AC012065.5,0,0
AC012066.1,0,0
AC012075.1,0,0
AC012078.1,0,0
AC012085.1,0,0
AC012100.1,0,0
AC012119.2,0,0
AC012123.2,0,0
AC012146.2,1,0
AC012146.4,0,0
AC012158.1,10.31128,0
AC012158.2,0,0
AC012170.1,1,0
AC012175.1,0,0
AC012182.1,0,0
AC012184.2,0,0
AC012186.1,0,0
AC012213.5,0,0
AC012254.2,37.9103,0
AC012254.4,12.8237,0
AC012306.1,0,0
AC012308.1,0,0
AC012309.1,11.62696,0
AC012314.1,358.475,0
AC012314.10,2.29708,0
AC012314.11,358.475,0
AC012314.12,358.475,0
AC012314.13,0,0
AC012314.14,358.475,0
AC012314.15,0.341987,0
AC012314.17,2.29708,0
AC012314.18,358.475,0
AC012314.19,2.29708,0
AC012314.2,0,0
AC012314.20,0.341987,0
AC012314.21,2.29708,0
AC012314.22,358.475,0
AC012314.23,2.29708,0
AC012314.24,0.341987,0
AC012314.25,0.341987,0
AC012314.26,358.475,0
AC012314.4,2.29708,0
AC012314.5,358.475,0
AC012314.6,2.29708,0
AC012314.7,0.341987,0
AC012314.8,2.29708,0
AC012314.9,0.341987,0
AC012339.2,0,0
AC012354.2,1.03422,0
AC012358.2,44.9788,0
AC012362.1,0,0
AC012368.3,0,0
AC012400.1,0,0
AC012414.1,0,0
AC012414.2,11.0323,0
AC012414.6,0,0
AC012414.7,0,0
AC012433.1,0,0
AC012435.2,137.575,0
AC012435.4,137.575,0
AC012441.1,88.96,0
AC012441.2,47.0139,0
AC012443.1,0,0
AC012454.1,17.1708,0
AC012468.1,0,0
AC012488.1,1,0
AC012488.2,0,0
AC012491.1,0,0
AC012493.1,0,0
AC012493.2,0,0
AC012493.3,0,0
AC012497.1,0,0
AC012498.1,1.00005,0
AC012498.2,0,0
AC012501.3,8,0
AC012507.2,0,0
AC012512.1,8,0
AC012513.2,0,0
AC012519.1,0,0
AC012531.3,3.17401,0
AC012569.1,2.01258,0
AC012616.1,0,0
AC012618.1,0,0
AC012618.2,1.11167,0
AC012618.3,20.10658,0
AC012651.1,109.69597,0
AC012653.1,1,0
AC012669.1,0,0
AC012671.1,0,0
AC012676.2,0,0
AC012676.6,0,0
AC013244.1,2,0
AC013244.2,0,0
AC013244.3,0,0
AC013262.1,0,0
AC013267.1,0,0
AC013268.1,12.9608102,0
AC013268.2,0.5,0
AC013268.3,2.68108,0
AC013268.4,7,0
AC013271.1,4.08047,0
AC013290.1,0,0
AC013355.1,1.035,0
AC013356.1,3.04124,0
AC013394.1,817.8842,0
AC013399.1,0,0
AC013403.1,0,0
AC013404.1,0,0
AC013410.1,0,0
AC013410.2,1,0
AC013412.1,0,0
AC013429.1,0,0
AC013429.2,0,0
AC013437.2,0,0
AC013439.1,2,0
AC013442.1,0,0
AC013444.1,5,0
AC013444.2,0,0
AC013452.1,0,0
AC013467.1,0,0
AC013467.2,1,0
AC013470.1,0,0
AC013470.2,26.2953,0
AC013470.3,3.00542,0
AC013470.4,0,0
AC013474.1,10.3259,0
AC013476.2,0,0
AC013489.1,12.59466,0
AC013489.2,0,0
AC013553.1,1,0
AC013553.2,0,0
AC013562.2,0,0
AC013565.2,0,0
AC013643.1,0,0
AC013701.1,0,0
AC013717.1,0,0
AC013734.1,0,0
AC013759.1,0,0
AC013828.1,0,0
AC015688.1,0,0
AC015688.2,0,0
AC015688.3,0,0
AC015688.4,0,0
AC015688.5,0,0
AC015689.1,0,0
AC015712.3,0,0
AC015720.1,0,0
AC015720.2,0,0
AC015743.1,1.00005,0
AC015802.2,0,0
AC015802.6,3851.7,0
AC015813.2,407.978,0
AC015818.1,0,0
AC015818.10,2,0
AC015818.3,0,0
AC015818.5,9,0
AC015818.6,0,0
AC015849.5,13.89462,0
AC015849.6,0,0
AC015849.8,0,0
AC015871.1,257.8486,0
AC015871.2,0,0
AC015871.3,0,0
AC015908.1,0,0
AC015910.1,6,0
AC015911.1,0,0
AC015911.10,11.9519,0
AC015911.4,0,0
AC015911.7,118,0
AC015911.8,28,0
AC015912.2,0,0
AC015914.2,0,0
AC015917.1,0,0
AC015922.1,2,0
AC015977.1,0,0
AC015978.2,0,0
AC015983.1,0,0
AC016027.4,0,0
AC016027.5,1,0
AC016065.2,3.00773,0
AC016144.1,1,0
AC016180.2,0,0
AC016182.1,0,0
AC016256.1,0,0
AC016292.2,0,0
AC016304.1,0,0
AC016397.1,0,0
AC016482.1,0,0
AC016482.2,1.1214,0
AC016546.1,3.13427,0
AC016559.2,0,0
AC016559.3,0,0
AC016582.1,145.2302,0
AC016582.2,0,0
AC016582.3,852.95039,0
AC016596.3,0,0
AC016612.1,0,0
AC016629.1,6,0
AC016632.1,0,0
AC016687.1,0,0
AC016691.1,1.00008,0
AC016694.1,0,0
AC016696.1,1,0
AC016700.1,0,0
AC016700.2,1.15378,0
AC016712.1,1.01677,0
AC016716.1,0,0
AC016717.1,0,0
AC016724.1,0,0
AC016727.2,0,0
AC016734.1,0,0
AC016739.1,113.105,0
AC016769.1,0,0
AC016769.2,0,0
AC016769.3,0,0
AC016769.4,0,0
AC016772.1,1,0
AC016831.2,0,0
AC016831.3,0,0
AC016831.4,0,0
AC016877.2,0,0
AC016885.3,6,0
AC016894.1,0,0
AC016907.1,0,0
AC016908.1,0,0
AC016909.1,0,0
AC016911.1,0,0
AC016925.1,0,0
AC016925.2,0,0
AC016930.1,0,0
AC016954.1,2,0
AC016956.1,0,0
AC016957.1,0,0
AC016991.1,0,0
AC016999.2,0,0
AC017002.4,0,0
AC017007.1,1.00103,0
AC017007.2,0,0
AC017007.3,2.62367,0
AC017007.4,0,0
AC017013.1,0,0
AC017015.1,0,0
AC017019.1,0,0
AC017035.1,0,0
AC017037.1,0,0
AC017037.2,0,0
AC017078.1,0,0
AC017079.1,0,0
AC017079.2,0,0
AC017081.1,0,0
AC017081.2,0,0
AC017083.3,21.3483,0
AC017083.4,0,0
AC017099.1,9,0
AC017100.2,0,0
AC017104.2,0,0
AC017104.4,3,0
AC017104.5,5,0
AC018362.3,52.5292,0
AC018371.2,0,0
AC018437.1,0,0
AC018442.1,20,0
AC018442.3,0,0
AC018448.1,0,0
AC018448.2,0,0
AC018462.2,0,0
AC018463.1,0,0
AC018475.1,9.02969,0
AC018512.1,45.0387,0
AC018523.1,3,0
AC018523.2,3.00981,0
AC018552.1,0,0
AC018554.1,0,0
AC018558.4,0,0
AC018558.5,3,0
AC018618.2,0,0
AC018620.1,1,0
AC018630.1,0,0
AC018630.2,0,0
AC018634.1,0,0
AC018635.1,3.62704,0
AC018638.1,47.3059,0
AC018638.2,115.274,0
AC018638.3,0,0
AC018638.4,336.281,0
AC018638.5,258.36,0
AC018638.8,1.44022,0
AC018639.1,0,0
AC018641.1,12,0
AC018644.1,3,0
AC018645.1,0,0
AC018653.2,0,0
AC018653.8,0,0
AC018659.2,0,0
AC018688.1,2,0
AC018692.2,0,0
AC018693.2,0,0
AC018695.1,0,0
AC018695.5,0,0
AC018709.1,0,0
AC018710.1,0,0
AC018712.1,0,0
AC018714.1,0,0
AC018717.1,0,0
AC018735.1,3.00087,0
AC018737.1,0,0
AC018738.1,3.48172,0
AC018755.2,39.77398,0
AC018755.3,14.99999,0
AC018797.1,2,0
AC018797.2,1,0
AC018804.1,80.9192,0
AC018845.2,0,0
AC018846.1,0,0
AC018861.1,0,0
AC018865.2,1,0
AC018868.1,5.53546,0
AC018868.2,2.0011,0
AC018880.1,0,0
AC018880.2,0,0
AC018889.1,0,0
AC018892.1,0,0
AC018892.2,0,0
AC018992.1,2,0
AC019070.2,1,0
AC019072.1,1,0
AC019080.2,0,0
AC019084.1,0,0
AC019097.1,22.1941,0
AC019109.1,5.32563,0
AC019117.3,78.6287,0
AC019129.1,0,0
AC019155.1,5,0
AC019159.1,0,0
AC019173.1,0,0
AC019176.1,0,0
AC019176.2,0,0
AC019178.1,0,0
AC019178.2,0,0
AC019181.1,0,0
AC019185.1,0,0
AC019185.3,0,0
AC019193.1,0,0
AC019206.1,1.41591,0
AC019227.1,6,0
AC019235.1,0,0
AC019257.8,0,0
AC019288.1,0,0
AC019294.1,0,0
AC019322.1,0,0
AC019322.2,0,0
AC019322.3,0,0
AC020549.2,3,0
AC020549.3,0,0
AC020550.1,3.00124,0
AC020593.1,0,0
AC020611.1,0,0
AC020612.1,3,0
AC020612.2,0,0
AC020629.1,0,0
AC020633.1,2.01061,0
AC020636.2,4.13141,0
AC020658.1,2.0041,0
AC020679.2,0,0
AC020688.1,0,0
AC020699.1,0,0
AC020728.1,0,0
AC020765.1,0,0
AC020765.3,0,0
AC020765.4,2,0
AC020765.5,7,0
AC020779.1,21.0215,0
AC020891.4,0,0
AC020893.1,0,0
AC020893.2,1.00286,0
AC020895.1,0,0
AC020898.1,13.802,0
AC020899.1,5.03177,0
AC020904.1,2,0
AC020904.2,5.31219,0
AC020907.6,3.16324,0
AC020909.1,0,0
AC020910.3,0,0
AC020910.4,1,0
AC020914.2,0,0
AC020914.3,0,0
AC020914.4,0,0
AC020914.5,1,0
AC020915.3,0,0
AC020915.4,37.1864,0
AC020917.1,1.00165,0
AC020922.1,56.9942,0
AC020937.1,0,0
AC020983.1,0,0
AC021006.1,0,0
AC021006.2,0,0
AC021016.1,3.0124,0
AC021066.2,12,0
AC021066.3,0,0
AC021072.1,0,0
AC021074.1,2.01039,0
AC021074.2,0,0
AC021087.2,0,0
AC021087.5,97.7665,0
AC021097.2,0,0
AC021106.1,13,0
AC021106.2,0,0
AC021146.1,0,0
AC021146.10,0,0
AC021146.11,0,0
AC021146.13,0,0
AC021146.14,0,0
AC021146.15,0,0
AC021146.2,0.5,0
AC021146.3,0,0
AC021146.4,0,0
AC021146.5,0,0
AC021146.6,0,0
AC021146.7,0,0
AC021146.8,0,0
AC021146.9,0,0
AC021148.1,1,0
AC021171.1,0,0
AC021171.2,0,0
AC021193.1,0,0
AC021205.1,0,0
AC021205.2,0,0
AC021220.1,0,0
AC021231.2,1.00666,0
AC021231.3,5,0
AC021242.1,0,0
AC021269.1,0,0
AC021269.2,0,0
AC021443.1,0,0
AC021443.2,0,0
AC021451.1,0,0
AC021506.2,0,0
AC021646.1,0,0
AC021660.1,0,0
AC021660.3,0,0
AC021678.1,0,0
AC021678.3,0,0
AC021723.1,0,0
AC021733.3,0,0
AC021739.1,0,0
AC021749.1,0,0
AC021753.1,0,0
AC021755.1,0,0
AC021818.2,6,0
AC021820.1,0,0
AC021876.1,0,0
AC022001.1,0,0
AC022018.1,3.00591,0
AC022022.1,0,0
AC022022.2,0,0
AC022028.1,0,0
AC022034.2,1.00466,0
AC022069.1,0,0
AC022080.1,8.23768,0
AC022080.2,2.18093,0
AC022080.3,0,0
AC022106.1,0,0
AC022106.2,0,0
AC022121.1,0,0
AC022133.1,0,0
AC022137.1,2.85941,0
AC022137.2,0,0
AC022137.3,203.0104,0
AC022145.2,0,0
AC022146.1,0,0
AC022149.1,0,0
AC022149.2,0,0
AC022182.3,3.06981,0
AC022202.1,0,0
AC022206.1,0,0
AC022210.1,12.5771,0
AC022215.1,0,0
AC022217.1,1.00994,0
AC022217.4,0,0
AC022254.1,0,0
AC022296.2,0,0
AC022296.3,0,0
AC022306.1,4.13115,0
AC022325.1,0,0
AC022335.1,0,0
AC022336.1,0,0
AC022360.1,0,0
AC022364.2,0,0
AC022384.1,5.70473,0
AC022387.1,0,0
AC022400.3,2,0
AC022400.5,305.542458,0
AC022404.1,0,0
AC022414.1,12.2004,0
AC022415.1,201.7237,0
AC022415.2,38.4619,0
AC022432.1,13,0
AC022441.3,0,0
AC022447.4,0,0
AC022483.1,0,0
AC022493.1,0,0
AC022493.2,0,0
AC022494.1,0,0
AC022506.1,0,0
AC022507.1,0,0
AC022523.2,0,0
AC022559.1,1,0
AC022616.1,0,0
AC022616.2,0,0
AC022616.3,0,0
AC022616.4,0,0
AC022616.5,0,0
AC022616.6,0,0
AC022616.7,0,0
AC022616.8,2,0
AC022634.1,0,0
AC022655.2,0,0
AC022662.1,1,0
AC022690.1,0,0
AC022695.1,0,0
AC022709.1,0,0
AC022730.1,0,0
AC022730.2,2,0
AC022748.1,0,0
AC022748.2,1,0
AC022748.3,0,0
AC022784.4,0,0
AC022790.1,0,0
AC022795.1,1.00702,0
AC022826.1,1,0
AC022826.2,0,0
AC022832.1,0,0
AC022868.1,3.10446,0
AC022878.1,0,0
AC022880.1,0,0
AC022880.2,0,0
AC022882.1,0,0
AC022882.2,0,0
AC022905.1,0,0
AC022916.3,0,0
AC022960.3,0,0
AC022968.1,1.20868,0
AC022973.2,2.00012,0
AC023043.2,0,0
AC023043.3,0,0
AC023049.1,0,0
AC023050.1,0,0
AC023050.3,0,0
AC023050.4,0,0
AC023050.5,6,0
AC023051.2,0,0
AC023055.1,54.4667,0
AC023078.2,0,0
AC023128.2,0,0
AC023141.1,0,0
AC023141.10,0,0
AC023141.11,0,0
AC023141.12,0,0
AC023141.13,0,0
AC023141.2,0,0
AC023141.3,0,0
AC023141.4,2.31224,0
AC023141.5,0,0
AC023141.6,3.03422,0
AC023141.7,0,0
AC023141.8,0,0
AC023141.9,2,0
AC023157.1,272.904,0
AC023157.2,0,0
AC023161.2,0,0
AC023162.1,0,0
AC023194.1,0,0
AC023194.2,0,0
AC023206.1,0,0
AC023232.1,0,0
AC023245.1,0,0
AC023245.2,0,0
AC023271.2,2,0
AC023274.1,0,0
AC023274.2,0,0
AC023310.1,0,0
AC023310.2,0,0
AC023310.3,0,0
AC023347.2,0,0
AC023389.2,1,0
AC023424.1,0,0
AC023424.2,1.00107,0
AC023442.1,0,0
AC023449.1,1,0
AC023490.3,0,0
AC023490.5,0,0
AC023491.1,0,0
AC023491.2,4.79214,0
AC023509.5,0,0
AC023511.2,0,0
AC023512.1,0,0
AC023513.1,0,0
AC023538.1,0,0
AC023575.1,0,0
AC023632.1,2.0001,0
AC023632.3,0,0
AC023632.4,0,0
AC023790.1,0,0
AC023794.4,44.999967,0
AC023813.2,0,0
AC023824.2,0,0
AC023825.1,2,0
AC023827.1,0,0
AC023886.2,3.22935,0
AC023906.1,0,0
AC023932.1,0,0
AC023934.1,5.21719,0
AC023968.1,0,0
AC023968.2,0,0
AC024067.1,0,0
AC024082.1,0,0
AC024082.2,0,0
AC024085.1,0,0
AC024153.1,0,0
AC024224.1,0,0
AC024255.1,0,0
AC024257.2,0,0
AC024267.2,0,0
AC024270.1,2.00543,0
AC024288.1,0,0
AC024293.1,0,0
AC024341.1,0,0
AC024405.1,0,0
AC024405.2,8,0
AC024451.1,2,0
AC024451.2,6.07414,0
AC024451.3,1.00595,0
AC024475.2,0,0
AC024558.1,0,0
AC024558.2,2.71337,0
AC024560.2,172.821,0
AC024563.2,0,0
AC024568.1,4.06458,0
AC024581.2,0,0
AC024587.1,0,0
AC024589.1,0,0
AC024589.3,0,0
AC024592.3,42.798,0
AC024614.3,0,0
AC024619.4,0,0
AC024681.1,0,0
AC024884.1,1,0
AC024937.1,0,0
AC024937.2,8.06432,0
AC024940.10,0,0
AC024940.11,0,0
AC024940.2,16.1558981,0
AC024940.3,7.36399,0
AC024940.4,0,0
AC024940.5,0,0
AC024940.7,38.98838,0
AC024940.9,7.36399,0
AC024995.1,0,0
AC025030.1,0,0
AC025033.1,0,0
AC025040.2,0,0
AC025048.3,0,0
AC025048.5,0,0
AC025048.6,0,0
AC025062.1,3.01562,0
AC025062.2,1,0
AC025161.1,0,0
AC025165.3,0,0
AC025165.6,73.2935,0
AC025181.1,1.00008,0
AC025186.1,1.00001,0
AC025198.1,3.58908,0
AC025252.2,4.78591,0
AC025259.2,0,0
AC025260.1,0,0
AC025263.2,0,0
AC025271.1,0,0
AC025278.2,5.40314,0
AC025278.3,5.59686,0
AC025279.2,1.02249,0
AC025279.3,0,0
AC025281.1,0,0
AC025283.1,0,0
AC025283.2,18.8598,0
AC025287.4,2,0
AC025287.5,0,0
AC025423.2,136.463,0
AC025423.3,4,0
AC025423.5,0,0
AC025437.6,0,0
AC025445.1,0,0
AC025449.1,114,0
AC025458.1,0,0
AC025459.1,0,0
AC025470.1,0,0
AC025518.1,0,0
AC025538.1,0,0
AC025554.1,0,0
AC025574.1,0,0
AC025578.1,0,0
AC025588.1,0,0
AC025588.2,0,0
AC025588.3,0,0
AC025588.4,0,0
AC025594.1,7.55427,0
AC025627.2,0,0
AC025627.3,18,0
AC025627.4,0,0
AC025647.1,3.01635,0
AC025674.1,0,0
AC025674.4,0,0
AC025678.1,0,0
AC025678.2,0,0
AC025750.1,0,0
AC025750.3,0,0
AC025755.1,0,0
AC025768.1,0,0
AC025771.1,0,0
AC025857.1,0,0
AC025881.1,0,0
AC025884.1,2,0
AC025884.2,0,0
AC025884.3,0,0
AC025918.2,0,0
AC025946.2,0,0
AC026111.1,2.01421,0
AC026117.1,0,0
AC026120.1,6.15135,0
AC026120.2,5.84865,0
AC026150.2,15,0
AC026185.1,0,0
AC026254.1,0,0
AC026271.1,2.33406,0
AC026271.2,2,0
AC026271.3,0,0
AC026273.1,119.9495,0
AC026310.1,0,0
AC026316.1,1,0
AC026316.4,15.51988,0
AC026320.2,1,0
AC026333.1,0,0
AC026333.2,0,0
AC026336.1,0,0
AC026348.1,8,0
AC026355.4,3,0
AC026369.8,0,0
AC026371.1,0,0
AC026396.1,0,0
AC026402.1,0,0
AC026403.1,30.6067,0
AC026407.1,0,0
AC026410.1,0,0
AC026410.2,0,0
AC026410.3,0,0
AC026412.1,135.11149,0
AC026412.2,0,0
AC026421.1,0,0
AC026427.2,0,0
AC026434.1,0,0
AC026436.1,8.01727,0
AC026444.1,0,0
AC026458.1,0,0
AC026461.4,0,0
AC026462.1,1.10019,0
AC026464.1,0,0
AC026464.3,0,0
AC026464.4,485.893,0
AC026464.5,0,0
AC026464.6,801.893,0
AC026468.1,0,0
AC026470.1,0,0
AC026477.1,0,0
AC026616.1,0,0
AC026634.1,0,0
AC026688.1,0,0
AC026700.1,1.02834,0
AC026740.2,0,0
AC026740.3,8.20266,0
AC026774.2,0,0
AC026784.1,7,0
AC026785.1,0,0
AC026786.1,0,0
AC026798.1,0,0
AC026801.1,0,0
AC026826.1,0,0
AC026826.2,0,0
AC026826.3,0,0
AC026877.1,20.1683,0
AC026884.1,0,0
AC026898.1,0,0
AC026951.1,0,0
AC026951.2,0,0
AC026954.1,6,0
AC026954.2,0,0
AC026954.4,6,0
AC026954.6,0,0
AC026956.1,0,0
AC027088.4,0,0
AC027104.1,0,0
AC027119.1,0,0
AC027124.1,0,0
AC027124.2,0,0
AC027139.1,0,0
AC027139.2,0,0
AC027176.1,2,0
AC027176.2,1,0
AC027216.1,2,0
AC027229.1,0,0
AC027237.1,0,0
AC027250.1,0,0
AC027287.1,0,0
AC027288.2,5,0
AC027308.1,0,0
AC027309.2,0,0
AC027313.1,0,0
AC027334.1,0,0
AC027345.1,0,0
AC027369.1,0,0
AC027369.2,0,0
AC027369.3,0,0
AC027369.4,0,0
AC027369.5,0,0
AC027369.6,0,0
AC027419.1,0,0
AC027455.1,0,0
AC027455.2,0,0
AC027506.1,0,0
AC027544.1,2,0
AC027544.3,1,0
AC027559.1,16.00001,0
AC027575.1,0,0
AC027612.1,0,0
AC027612.2,1.03509,0
AC027612.3,0,0
AC027612.4,0,0
AC027613.1,0,0
AC027644.1,10,0
AC027644.2,0,0
AC027644.4,26.5843,0
AC027667.1,0,0
AC027673.1,0,0
AC027763.1,8,0
AC027796.2,1,0
AC027796.3,0,0
AC027801.2,0,0
AC027807.1,0,0
AC034102.1,12.0616,0
AC034102.2,0,0
AC034105.1,0,0
AC034105.2,0,0
AC034105.3,1,0
AC034105.4,0,0
AC034105.5,0,0
AC034114.1,0,0
AC034159.1,0,0
AC034198.1,0,0
AC034205.1,0,0
AC034205.2,0,0
AC034205.3,0,0
AC034207.1,0,0
AC034222.1,4,0
AC034228.4,0,0
AC034232.1,0,0
AC034236.1,1.64639,0
AC034244.1,0,0
AC034244.2,0,0
AC034268.1,0,0
AC036111.1,0,0
AC036111.2,0,0
AC036111.3,0,0
AC036164.1,0,0
AC036176.2,0,0
AC036214.3,6.11809,0
AC037459.1,1.69365,0
AC037471.1,0,0
AC037471.2,3,0
AC037479.1,0,0
AC037482.2,1.79E-06,0
AC037482.3,0,0
AC037487.3,7,0
AC040162.1,225.2131,0
AC040162.2,0,0
AC040169.2,1,0
AC040926.1,0,0
AC040958.1,0,0
AC040975.1,0,0
AC040978.1,15.703,0
AC041039.1,0,0
AC044787.1,13.8631,0
AC044792.1,0,0
AC044810.1,0.333441,0
AC044810.4,0.333441,0
AC044810.6,0.333441,0
AC044810.8,0,0
AC044836.1,0,0
AC044860.1,11.74819,0
AC044860.2,2,0
AC044860.3,0,0
AC044913.2,0,0
AC046134.1,10.498,0
AC046144.1,1.00294,0
AC046176.1,1.28904,0
AC046185.1,0,0
AC046185.2,8.75353,0
AC048334.1,0,0
AC048338.1,0,0
AC048338.2,19.5665174,0
AC048344.2,0,0
AC048344.3,0,0
AC048346.1,0,0
AC048351.1,0,0
AC048382.3,0,0
AC051619.1,8.07303,0
AC051619.2,0,0
AC051619.3,1.00044,0
AC053481.1,0,0
AC053481.2,0,0
AC053481.3,0,0
AC053481.4,0,0
AC053503.3,0,0
AC053503.7,0,0
AC055716.1,0,0
AC055716.2,0,0
AC055731.1,0,0
AC055733.1,0,0
AC055733.3,0,0
AC055748.1,11,0
AC055753.1,0,0
AC055811.2,0,0
AC055839.1,1,0
AC055839.2,146.782,0
AC055872.1,0,0
AC055876.1,0,0
AC055876.2,0,0
AC055876.3,0,0
AC055876.4,0,0
AC055876.5,0,0
AC058822.1,0,0
AC058823.1,0,0
AC060764.1,0,0
AC060766.1,55,0
AC060766.2,1,0
AC060766.3,0,0
AC060766.5,64.6977,0
AC060771.1,0,0
AC060773.1,0,0
AC060780.2,0,0
AC060780.3,1,0
AC060788.1,0,0
AC060814.1,0,0
AC060814.2,2.89626,0
AC060834.1,0,0
AC061965.2,0,0
AC061975.2,0,0
AC061975.3,0,0
AC061975.5,0,0
AC062016.1,0,0
AC062016.2,0,0
AC062022.1,0,0
AC062028.2,33.0644,0
AC062037.1,0,0
AC063923.1,0,0
AC063924.1,0,0
AC063944.2,0,0
AC063947.2,0,0
AC063949.1,0,0
AC063950.1,2.000002,0
AC063952.1,9,0
AC063952.2,1.00043,0
AC063952.3,0,0
AC063955.1,0,0
AC063976.2,10.2803,0
AC063976.3,0,0
AC063976.4,0,0
AC063977.1,1,0
AC063977.2,0,0
AC063977.4,0,0
AC063977.5,4,0
AC063977.7,0,0
AC063979.1,0,0
AC064799.1,4.6848,0
AC064836.1,5.04351,0
AC064847.1,7.35581,0
AC064850.1,6.01501,0
AC064853.2,0,0
AC064862.1,39,0
AC064862.2,0,0
